src,dst,sport,dport,proto,duration,pkt_count,total_bytes,throughput_bps,avg_pkt,min_pkt,max_pkt,median_pkt,mean_iat,std_iat,up_down_ratio,app_proto
192.168.29.189,23.33.244.239,51472,443,IP,0.02460002899169922,8,3867,1257559.4935452607,483.375,0,1494,0.0,0.0035142898559570312,0.006213629588189248,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0002510547637939453,8,10329,329139342.95156693,1291.125,0,1292,0.0,3.58649662562779e-05,3.810029433973096e-05,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.000125885009765625,8,10336,656853426.4242424,1292.0,0,1292,0.0,1.7983572823660715e-05,1.117244411663105e-06,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00032901763916015625,8,9118,221702399.25797102,1139.75,0,1292,0.0,4.700251988002232e-05,6.691010497632059e-05,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.03494095802307129,8,4981,1140438.1062960157,622.625,0,1292,0.0,0.004991565431867327,0.008310204355267612,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.27126121520996094,8,706,20821.25893164767,88.25,0,217,0.0,0.03875160217285156,0.06794375988589058,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0,8,11952,0.0,1494.0,0,1494,0.0,0.0,0.0,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0027129650115966797,8,6387,18834006.255734246,798.375,0,1494,0.0,0.0003875664302280971,0.0006519651701498604,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,2.162537097930908,8,946,3499.5931432764687,118.25,0,397,0.0,0.30893387113298687,0.7515225174915957,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.2616770267486572,8,2178,66585.89871833069,272.25,0,1494,0.0,0.03738243239266532,0.061039656466105735,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.002151966094970703,8,6805,25297796.33946377,850.625,0,1494,0.0,0.00030742372785295757,0.000561703862633288,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.07946610450744629,8,3050,307049.1519779181,381.25,0,1494,0.0,0.011352300643920898,0.024006976476587016,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.24699997901916504,8,4135,133927.136882199,516.875,0,1494,0.0,0.03528571128845215,0.06706577805731895,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0007681846618652344,8,4286,44635101.04034761,535.75,0,1494,0.0,0.00010974066598074777,0.0002688086356860365,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.01627206802368164,8,4718,2319557.65825641,589.75,0,1494,0.0,0.0023245811462402344,0.0049928672887268695,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.2827458381652832,8,3562,100783.09263509742,445.25,0,1292,0.0,0.04039226259504046,0.0555213200753922,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,9.989738464355469e-05,8,10336,827729377.451074,1292.0,0,1292,0.0,1.427105494907924e-05,2.0684142045551e-06,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,8.988380432128906e-05,8,10336,919943260.3501326,1292.0,0,1292,0.0,1.2840543474469865e-05,1.1213900452446479e-06,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0076808929443359375,8,10336,10765414.984852247,1292.0,0,1292,0.0,0.0010972704206194197,0.0023912563478152593,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.06917405128479004,8,5466,632144.5569231088,683.25,0,1494,0.0,0.009882007326398577,0.016002774874185378,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0003769397735595703,8,10336,219366609.2043011,1292.0,0,1292,0.0,5.384853907993862e-05,3.0354675063302835e-05,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.019997119903564453,8,7884,3154054.199012805,985.5,0,1292,0.0,0.002856731414794922,0.00547968733114711,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.06667399406433105,8,6668,800072.0633074797,833.5,0,1292,0.0,0.009524856294904436,0.009209028621581773,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00038504600524902344,8,9111,189296860.65139318,1138.875,0,1292,0.0,5.500657217843192e-05,8.074460903616617e-05,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.03212785720825195,8,4217,1050054.4677263754,527.125,0,1292,0.0,0.004589693886893136,0.009089667428129803,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.03250622749328613,8,6826,1679924.2548609737,853.25,0,1292,0.0,0.004643746784755162,0.0057664132153514664,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00017714500427246094,8,10336,466781438.96635264,1292.0,0,1292,0.0,2.5306429181780133e-05,4.3093383391066175e-06,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.09186816215515137,8,1285,111899.48464015903,160.625,0,813,0.0,0.013124023165021623,0.010836159790910408,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00030303001403808594,8,10667,281609068.56333596,1333.375,0,1494,0.0,4.329000200544085e-05,0.00010603841587739057,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0879969596862793,8,3103,282100.65539196826,387.875,0,1494,0.0,0.012570994240897042,0.013366266915183462,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.15645194053649902,8,5703,291616.7088982592,712.875,0,1494,0.0,0.02235027721949986,0.05324716841645895,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.22561097145080566,8,4219,149602.6535542825,527.375,0,1494,0.0,0.03223013877868652,0.07019989177183618,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.33978819847106934,8,3596,84664.50609363762,449.5,0,1494,0.0,0.048541171210152764,0.06280251758877069,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.709155797958374,8,3221,36336.16205943017,402.625,0,1285,0.0,0.10130797113691058,0.220535116567621,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.23350882530212402,8,2963,101512.22322895385,370.375,0,1285,0.0,0.033358403614589145,0.06192780440552159,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.016609907150268555,8,4415,2126441.7483169935,551.875,0,1292,0.0,0.0023728438786097933,0.0028933644845627322,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.29723501205444336,8,3218,86611.60010074645,402.25,0,1494,0.0,0.0424621445792062,0.06366371429328942,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.03244209289550781,8,6668,1644283.5599976482,833.5,0,1292,0.0,0.0046345846993582586,0.006026513719008809,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00013184547424316406,8,10336,627158425.2296565,1292.0,0,1292,0.0,1.8835067749023438e-05,8.643407508611352e-07,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.012980937957763672,8,9521,5867680.767586232,1190.125,0,1292,0.0,0.0018544197082519531,0.004424500818669591,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.21809911727905273,8,557,20431.077647593833,69.625,0,75,0.0,0.03115701675415039,0.0711013474423081,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.5391411781311035,8,3615,53640.86657273931,451.875,0,1494,0.0,0.07702016830444336,0.08702054600541417,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.010267019271850586,8,5266,4103235.6991384714,658.25,0,1494,0.0,0.001466717038835798,0.0034995574559230965,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.051670074462890625,8,4528,701063.4371354743,566.0,0,1494,0.0,0.007381439208984375,0.013920682912328175,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.02277088165283203,8,5462,1918941.9481509402,682.75,0,1292,0.0,0.0032529830932617188,0.0041493773240833,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00010895729064941406,8,10336,758902864.6652079,1292.0,0,1292,0.0,1.5565327235630582e-05,2.081273776115988e-06,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.03866100311279297,8,6307,1305087.709514295,788.375,0,1494,0.0,0.00552300044468471,0.012529947455622102,1.0,HTTPS
192.168.29.1,224.0.0.1,0,0,IP,0.0,1,50,0.0,50.0,0,50,0.0,0.0,0.0,1.0,UNKNOWN
192.168.29.189,23.33.244.239,51472,443,IP,0.2248218059539795,8,2900,103192.83710739779,362.5,0,1494,0.0,0.0321174008505685,0.07329179607924345,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.008313179016113281,8,3911,3763662.4857175634,488.875,0,1494,0.0,0.0011875970023018973,0.0015609295115931996,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.22914695739746094,8,988,34493.14836980498,123.5,0,259,0.0,0.032735279628208706,0.06844974680167254,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.008185148239135742,8,6086,5948334.541726137,760.75,0,1494,0.0,0.001169306891305106,0.0017677860578031459,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0013470649719238281,8,10550,62654735.85840708,1318.75,0,1494,0.0,0.00019243785313197544,0.0004713745473699896,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.22960686683654785,8,3930,136929.70263986682,491.25,0,1494,0.0,0.03280098097664969,0.04235209648291107,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.1685800552368164,8,1295,61454.482177304846,161.875,0,449,0.0,0.024082865033830916,0.02516604877893315,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.2558140754699707,8,2263,70770.14807234553,282.875,0,1292,0.0,0.03654486792428153,0.06836962653630468,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.08143401145935059,8,5114,502394.50650692853,639.25,0,1494,0.0,0.011633430208478655,0.024366671414876518,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.000164031982421875,8,10336,504096815.627907,1292.0,0,1292,0.0,2.3433140345982144e-05,2.9303304348315426e-06,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00014400482177734375,8,10336,574202995.2847682,1292.0,0,1292,0.0,2.0572117396763394e-05,2.0498226061318368e-06,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.008970975875854492,8,10336,9217280.387806628,1292.0,0,1292,0.0,0.0012815679822649275,0.003076357501824675,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.005852937698364258,8,8775,11993976.976658927,1096.875,0,1494,0.0,0.0008361339569091797,0.0017750888288446533,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.028822898864746094,8,5445,1511298.3674684842,680.625,0,1292,0.0,0.004117556980678013,0.005149566141783566,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00011706352233886719,8,10336,706351546.1344196,1292.0,0,1292,0.0,1.6723360334123883e-05,4.1154609317761054e-07,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.036702871322631836,8,6853,1493725.0962758944,856.625,0,1292,0.0,0.005243267331804548,0.006794800939309971,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00012087821960449219,8,10336,684060373.0808679,1292.0,0,1292,0.0,1.7268317086356027e-05,6.963541950587161e-07,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.010792016983032227,8,9111,6753881.1433116095,1138.875,0,1292,0.0,0.0015417167118617467,0.0023501062027076144,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0055179595947265625,8,7886,11433211.664016591,985.75,0,1292,0.0,0.0007882799421037946,0.001737907861493817,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.005159139633178711,8,4909,7612121.941309673,613.625,0,1292,0.0,0.0007370199475969587,0.0016341099326362988,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.06418490409851074,8,739,92108.88577361252,92.375,0,259,0.0,0.009169272014072962,0.006810602447368713,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.23445582389831543,8,4468,152455.1593800559,558.5,0,1494,0.0,0.03349368912833078,0.07022417632580491,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0,8,11952,0.0,1494.0,0,1494,0.0,0.0,0.0,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0933840274810791,8,3501,299922.81073628797,437.625,0,1494,0.0,0.013340575354439872,0.029687832871525356,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.07528901100158691,8,5399,573682.6586696645,674.875,0,1494,0.0,0.010755573000226702,0.016513226202335154,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.8419759273529053,8,947,8997.8819511126,118.375,0,372,0.0,0.12028227533612933,0.2693291238478671,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0556790828704834,8,3118,447995.8848823517,389.75,0,1494,0.0,0.007954154695783342,0.009652136624298145,1.0,HTTPS
192.168.29.189,224.0.0.22,0,0,IP,0.0,1,54,0.0,54.0,0,54,0.0,0.0,0.0,1.0,UNKNOWN
192.168.29.189,23.33.244.239,51472,443,IP,0.6678221225738525,8,2257,27037.13966588946,282.125,0,1289,0.0,0.09540316036769322,0.08908512884432188,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0006279945373535156,8,7824,99669656.7835991,978.0,0,1494,0.0,8.971350533621652e-05,0.0002197523111101863,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0006749629974365234,8,6157,72975852.28682445,769.625,0,1494,0.0,9.642328534807478e-05,0.00020365356630835,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.008269071578979492,8,5426,5249440.591413661,678.25,0,1292,0.0,0.001181295939854213,0.0010794956631212506,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.24263501167297363,8,2914,96078.46715634012,364.25,0,1494,0.0,0.03466214452471052,0.0687625269297246,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.04404401779174805,8,3079,559258.6969805233,384.875,0,1494,0.0,0.006292002541678292,0.007098108994368473,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.012726068496704102,8,4171,2622019.5191187216,521.375,0,1494,0.0,0.0018180097852434432,0.003007235681814476,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0010159015655517578,8,9115,71778607.76343581,1139.375,0,1292,0.0,0.00014512879507882253,0.0003018999195941565,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,9.799003601074219e-05,8,10336,843840898.1800487,1292.0,0,1292,0.0,1.399857657296317e-05,1.056402916177397e-06,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.003025054931640625,8,6617,17499186.360655736,827.125,0,1494,0.0,0.0004321507045200893,0.0008944369139265336,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.01625204086303711,8,3366,1656899.5996831264,420.75,0,1494,0.0,0.0023217201232910156,0.002529217863933974,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.08310508728027344,8,4992,480548.19875605335,624.0,0,1494,0.0,0.011872155325753348,0.025120650255399942,1.0,HTTPS
192.168.29.189,224.0.0.22,0,0,IP,0.0,1,54,0.0,54.0,0,54,0.0,0.0,0.0,1.0,UNKNOWN
192.168.29.189,23.33.244.239,51472,443,IP,0.09138083457946777,8,2812,246178.53517672504,351.5,0,1368,0.0,0.013054404939923967,0.019690499501773203,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.05358386039733887,8,3094,461930.137479032,386.75,0,1494,0.0,0.007654837199619838,0.012861578493036856,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0004038810729980469,8,10331,204634496.45336482,1291.375,0,1292,0.0,5.7697296142578125e-05,7.26794090851509e-05,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00028204917907714844,8,10336,293168731.3203719,1292.0,0,1292,0.0,4.029273986816406e-05,1.313189597304495e-05,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.003821849822998047,8,10336,21635596.328883342,1292.0,0,1292,0.0,0.0005459785461425781,0.001274293824877903,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.028176069259643555,8,7894,2241334.6382013727,986.75,0,1292,0.0,0.004025152751377651,0.004245793481348464,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.004130840301513672,8,10336,20017234.742698833,1292.0,0,1292,0.0,0.0005901200430733817,0.0013517813062742363,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00754094123840332,8,8804,9339948.127604414,1100.5,0,1292,0.0,0.001077277319771903,0.001746460726455153,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.02906203269958496,8,7888,2171355.3436646294,986.0,0,1292,0.0,0.004151718957083566,0.008761078322951033,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.012352943420410156,8,9112,5901103.6899559945,1139.0,0,1292,0.0,0.0017647062029157365,0.0020228789848609824,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.006214141845703125,8,5437,6999518.369551872,679.625,0,1292,0.0,0.0008877345493861607,0.0019445000193484719,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.009773015975952148,8,9111,7458086.65199678,1138.875,0,1292,0.0,0.0013961451394217356,0.0020934231565627906,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.04091596603393555,8,1212,236973.50789562624,151.5,0,722,0.0,0.005845138004847935,0.006606487133649111,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.020642995834350586,8,2894,1121542.6377926383,361.75,0,1494,0.0,0.0029489994049072266,0.003956501498827917,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.03309011459350586,8,5555,1342999.2777577636,694.375,0,1494,0.0,0.004727159227643695,0.0073949097648732965,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.042533159255981445,8,3436,646272.237492783,429.5,0,1494,0.0,0.006076165607997349,0.006372991427372425,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0076258182525634766,8,6733,7063373.164170705,841.625,0,1494,0.0,0.0010894026075090682,0.0020998900345662033,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00038504600524902344,8,8410,174732367.25696594,1051.25,0,1494,0.0,5.500657217843192e-05,0.00013473803433673153,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.23014497756958008,8,2210,76821.14198931314,276.25,0,1494,0.0,0.03287785393851144,0.0702507575630229,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.03501296043395996,8,5373,1227659.6856491098,671.625,0,1494,0.0,0.005001851490565709,0.008702434362694727,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.2599480152130127,8,2018,62104.72500346234,252.25,0,1292,0.0,0.0371354307447161,0.06687247338510265,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.6539099216461182,8,858,10496.858623464423,107.25,0,286,0.0,0.0934157030923026,0.08740319521192298,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0,8,11952,0.0,1494.0,0,1494,0.0,0.0,0.0,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.024895906448364258,8,4040,1298205.3924019116,505.0,0,1494,0.0,0.0035565580640520367,0.007291136336966674,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00018310546875,8,10331,451368277.3333333,1291.375,0,1292,0.0,2.6157924107142856e-05,2.493977325223082e-05,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,9.608268737792969e-05,8,10336,860592082.2630273,1292.0,0,1292,0.0,1.3726098196847098e-05,1.03420710227755e-06,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00011301040649414062,8,10336,731684829.4345992,1292.0,0,1292,0.0,1.614434378487723e-05,8.91690429570549e-06,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.012094974517822266,8,9119,6031596.006465603,1139.875,0,1292,0.0,0.0017278535025460379,0.0026564027828841646,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.032063961029052734,8,7063,1762227.6907336079,882.875,0,1292,0.0,0.004580565861293248,0.006921991768233095,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.05755496025085449,8,566,78672.62839318484,70.75,0,77,0.0,0.008222137178693498,0.010993478438628159,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.28263020515441895,8,1815,51374.551393283655,226.875,0,1292,0.0,0.040375743593488424,0.06854236471517587,1.0,HTTPS
192.168.29.189,34.84.111.50,55009,443,IP,0.38290905952453613,8,5167,107952.52546734601,645.875,0,1845,0.0,0.05470129421779087,0.08547773840286411,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.1756579875946045,8,1126,51281.47101849577,140.75,0,382,0.0,0.025093998227800642,0.028301493812375622,1.0,HTTPS
192.168.29.189,34.84.111.50,55009,443,IP,0.24489402770996094,8,2927,95616.86832041746,365.875,0,1474,0.0,0.034984861101422994,0.08386826749647487,1.0,HTTPS
192.168.29.189,34.84.111.50,55009,443,IP,0.0033419132232666016,8,739,1769046.5326389384,92.375,0,126,0.0,0.00047741617475237163,0.0009798679974384527,1.0,HTTPS
192.168.29.189,224.0.0.22,0,0,IP,0.0,1,54,0.0,54.0,0,54,0.0,0.0,0.0,1.0,UNKNOWN
192.168.29.189,23.33.244.239,51472,443,IP,0.4291999340057373,8,4991,93028.90526415194,623.875,0,1494,0.0,0.0613142762865339,0.08890010342869187,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0,8,9997,0.0,1249.625,0,1494,0.0,0.0,0.0,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.006020069122314453,8,4029,5354091.347643564,503.625,0,1494,0.0,0.0008600098746163505,0.0016703745343526386,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,1.0214219093322754,8,1515,11865.811658497803,189.375,0,718,0.0,0.14591741561889648,0.2705837261627143,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.15045809745788574,8,3226,171529.485192539,403.25,0,1494,0.0,0.021494013922555105,0.04367579654518677,1.0,HTTPS
192.168.29.189,34.84.111.50,55009,443,IP,0.0,1,54,0.0,54.0,0,54,0.0,0.0,0.0,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,1.1636159420013428,8,2113,14527.129948843974,264.125,0,1287,0.0,0.1662308488573347,0.2423128773198355,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00018095970153808594,8,10336,456941514.0342556,1292.0,0,1292,0.0,2.5851385934012277e-05,4.670044081824877e-06,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.006680965423583984,8,9294,11128930.519163514,1161.75,0,1292,0.0,0.0009544236319405692,0.0022835395295077773,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0015311241149902344,8,7333,38314333.518530056,916.625,0,1494,0.0,0.00021873201642717634,0.0004944472522241225,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0036640167236328125,8,7610,16615644.685059864,951.25,0,1292,0.0,0.0005234309605189732,0.0011977525274877684,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.23659896850585938,8,554,18732.1188591329,69.25,0,76,0.0,0.03379985264369419,0.06964995449686563,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.3288891315460205,8,5137,124953.96186191564,642.125,0,1494,0.0,0.0469841616494315,0.10765105155110062,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.20983099937438965,8,1251,47695.526542021034,156.375,0,386,0.0,0.029975857053484236,0.05414236982548422,1.0,HTTPS
192.168.29.189,2.18.51.37,65293,443,IP,0.455272912979126,7,1931,33931.29606352901,275.85714285714283,0,1494,0.0,0.07587881882985432,0.1693983455384219,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.21112418174743652,8,3888,147325.61539165166,486.0,0,1494,0.0,0.030160597392490933,0.07122341617329657,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.23098206520080566,8,4058,140547.70863606757,507.25,0,1494,0.0,0.03299743788582938,0.07252266646971486,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0,8,9256,0.0,1157.0,0,1494,0.0,0.0,0.0,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.009037017822265625,8,4313,3818073.6918531028,539.125,0,1494,0.0,0.0012910025460379465,0.0023573876366566036,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.2783792018890381,8,3188,91616.03965717916,398.5,0,1494,0.0,0.03976845741271973,0.06097230365292093,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.3282589912414551,8,1834,44696.41469533373,229.25,0,1292,0.0,0.04689414160592215,0.07178799883976045,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.3423161506652832,8,5769,134822.73597171708,721.125,0,1292,0.0,0.0489023072378976,0.07360454097675544,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.00015306472778320312,8,10336,540215902.105919,1292.0,0,1292,0.0,2.186638968331473e-05,6.33548846848974e-07,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.023241043090820312,8,7056,2428806.6494870745,882.0,0,1292,0.0,0.0033201490129743305,0.008035645768266356,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.06106114387512207,8,5595,733035.7271318071,699.375,0,1494,0.0,0.008723020553588867,0.019228087851917153,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.0006690025329589844,8,7422,88753027.19315752,927.75,0,1494,0.0,9.557179042271205e-05,0.00015587368515907558,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.09470701217651367,8,4181,353173.4264582232,522.625,0,1494,0.0,0.013529573168073381,0.02467254629069787,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.17225289344787598,8,6046,280796.444296805,755.75,0,1494,0.0,0.024607556206839427,0.05914363690041061,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.1488661766052246,8,3827,205661.22337641538,478.375,0,1494,0.0,0.02126659665788923,0.044620749521472866,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.39967989921569824,8,2162,43274.63060799497,270.25,0,1292,0.0,0.057097128459385464,0.07743473535302418,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.21544384956359863,8,3328,123577.44281829982,416.0,0,1494,0.0,0.030777692794799805,0.07215988100533298,1.0,HTTPS
192.168.29.189,34.84.111.50,55009,443,IP,0.14915704727172852,5,333,17860.36964882275,66.6,0,93,0.0,0.03728926181793213,0.06435603122159071,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.13837695121765137,8,9227,533441.4391302475,1153.375,0,1494,0.0,0.01976813588823591,0.04812165855488254,1.0,HTTPS
192.168.29.189,23.33.244.239,51472,443,IP,0.08027410507202148,8,3708,369533.8611795874,463.5,0,1494,0.0,0.011467729296003069,0.011976142309263724,1.0,HTTPS
